site,year,species,latitude,longitude,min_depth,max_depth,abundance,site_id
site_54.32_11.55,2000,Pholoe assimilis,54.32,11.55,50.0,50.0,18.0,S0
site_54.32_11.55,2000,Pholoe inornata,54.32,11.55,25.0,25.0,3.0,S0
site_54.32_11.55,2000,Polydora (Polydora) quadrilobata,54.32,11.55,25.0,25.0,6.0,S0
site_54.32_11.55,2000,Scalibregma inflatum,54.32,11.55,25.0,25.0,12.0,S0
site_54.32_11.55,2000,Scoloplos armiger,54.32,11.55,50.0,50.0,28.0,S0
site_54.32_11.55,2000,Terebellides stroemii,54.32,11.55,50.0,50.0,1193.0,S0
site_54.32_11.55,2000,Trochochaeta multisetosa,54.32,11.55,50.0,50.0,208.0,S0
site_54.32_11.55,2001,Abra alba,54.32,11.55,25.0,25.0,1016.0,S0
site_54.32_11.55,2001,Ampharete baltica,54.32,11.55,25.0,25.0,13.0,S0
site_54.32_11.55,2001,Arctica islandica,54.32,11.55,25.0,25.0,119.0,S0
site_54.32_11.55,2001,Asterias rubens,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2001,Bylgides sarsi,54.32,11.55,25.0,25.0,28.0,S0
site_54.32_11.55,2001,Cephalothrix,54.32,11.55,25.0,25.0,6.0,S0
site_54.32_11.55,2001,Corbula gibba,54.32,11.55,25.0,25.0,6.0,S0
site_54.32_11.55,2001,Diastylis rathkei,54.32,11.55,25.0,25.0,318.0,S0
site_54.32_11.55,2001,Electra crustulenta,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2001,Eteone flava,54.32,11.55,25.0,25.0,3.0,S0
site_54.32_11.55,2001,Euchone papillosa,54.32,11.55,25.0,25.0,13.0,S0
site_54.32_11.55,2001,Eucratea loricata,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2001,Heteromastus filiformis,54.32,11.55,25.0,25.0,252.0,S0
site_54.32_11.55,2001,Lagis koreni,54.32,11.55,25.0,25.0,9.0,S0
site_54.32_11.55,2001,Lineus ruber,54.32,11.55,25.0,25.0,31.0,S0
site_54.32_11.55,2001,Metridium senile,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2001,Mysella bidentata,54.32,11.55,25.0,25.0,22.0,S0
site_54.32_11.55,2001,Nephtys caeca,54.32,11.55,25.0,25.0,6.0,S0
site_54.32_11.55,2001,Nephtys ciliata,54.32,11.55,25.0,25.0,6.0,S0
site_54.32_11.55,2001,Nephtys hombergii,54.32,11.55,25.0,25.0,16.0,S0
site_54.32_11.55,2001,Ophiura albida,54.32,11.55,25.0,25.0,6.0,S0
site_54.32_11.55,2001,Parvicardium ovale,54.32,11.55,25.0,25.0,3.0,S0
site_54.32_11.55,2001,Pherusa plumosa,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2001,Pholoe assimilis,54.32,11.55,25.0,25.0,22.0,S0
site_54.32_11.55,2001,Polydora (Polydora) quadrilobata,54.32,11.55,25.0,25.0,6.0,S0
site_54.32_11.55,2001,Pseudopolydora antennata,54.32,11.55,25.0,25.0,19.0,S0
site_54.32_11.55,2001,Scalibregma inflatum,54.32,11.55,25.0,25.0,3.0,S0
site_54.32_11.55,2001,Scoloplos armiger,54.32,11.55,25.0,25.0,88.0,S0
site_54.32_11.55,2001,Streptosyllis websteri,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2001,Terebellides stroemii,54.32,11.55,25.0,25.0,226.0,S0
site_54.32_11.55,2002,Actinia equina,54.32,11.55,25.0,25.0,3.0,S0
site_54.32_11.55,2002,Arctica islandica,54.32,11.55,25.0,25.0,63.0,S0
site_54.32_11.55,2002,Corbula gibba,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2002,Diastylis rathkei,54.32,11.55,25.0,25.0,9.0,S0
site_54.32_11.55,2002,Electra crustulenta,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2002,Halicryptus spinulosus,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2002,Heteromastus filiformis,54.32,11.55,25.0,25.0,3.0,S0
site_54.32_11.55,2003,Abra alba,54.32,11.55,25.0,25.0,135.0,S0
site_54.32_11.55,2003,Arctica islandica,54.32,11.55,25.0,25.0,28.0,S0
site_54.32_11.55,2003,Balanus crenatus,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2003,Bylgides sarsi,54.32,11.55,25.0,25.0,50.0,S0
site_54.32_11.55,2003,Callopora lineata,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2003,Capitella capitata,54.32,11.55,25.0,25.0,16.0,S0
site_54.32_11.55,2003,Diastylis rathkei,54.32,11.55,25.0,25.0,38.0,S0
site_54.32_11.55,2003,Electra crustulenta,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2003,Eucratea loricata,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2003,Gastrosaccus spinifer,54.32,11.55,25.0,25.0,3.0,S0
site_54.32_11.55,2003,Halicryptus spinulosus,54.32,11.55,25.0,25.0,28.0,S0
site_54.32_11.55,2003,Heteromastus filiformis,54.32,11.55,25.0,25.0,9.0,S0
site_54.32_11.55,2003,Lagis koreni,54.32,11.55,25.0,25.0,242.0,S0
site_54.32_11.55,2003,Mytilus edulis,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2003,Pherusa plumosa,54.32,11.55,25.0,25.0,6.0,S0
site_54.32_11.55,2003,Phyllodoce (Anaitides) mucosa,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2003,Polydora (Polydora) quadrilobata,54.32,11.55,25.0,25.0,19.0,S0
site_54.32_11.55,2003,Polydora caulleryi,54.32,11.55,25.0,25.0,16.0,S0
site_54.32_11.55,2003,Polydora ciliata,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2003,Priapulus caudatus,54.32,11.55,25.0,25.0,13.0,S0
site_54.32_11.55,2003,Pseudopolydora pulchra,54.32,11.55,25.0,25.0,3.0,S0
site_54.32_11.55,2003,Scoloplos armiger,54.32,11.55,25.0,25.0,13.0,S0
site_54.32_11.55,2003,Trochochaeta multisetosa,54.32,11.55,25.0,25.0,9.0,S0
site_54.32_11.55,2004,Abra alba,54.32,11.55,25.0,25.0,170.0,S0
site_54.32_11.55,2004,Ampharete baltica,54.32,11.55,25.0,25.0,3.0,S0
site_54.32_11.55,2004,Arctica islandica,54.32,11.55,25.0,25.0,44.0,S0
site_54.32_11.55,2004,Balanus crenatus,54.32,11.55,25.0,25.0,3.0,S0
site_54.32_11.55,2004,Bylgides sarsi,54.32,11.55,25.0,25.0,25.0,S0
site_54.32_11.55,2004,Corbula gibba,54.32,11.55,25.0,25.0,25.0,S0
site_54.32_11.55,2004,Diastylis rathkei,54.32,11.55,25.0,25.0,890.0,S0
site_54.32_11.55,2004,Euchone papillosa,54.32,11.55,25.0,25.0,3.0,S0
site_54.32_11.55,2004,Halicryptus spinulosus,54.32,11.55,25.0,25.0,44.0,S0
site_54.32_11.55,2004,Halitholus yoldiaarcticae,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2004,Harmothoe imbricata,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2004,Hartlaubella gelatinosa,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2004,Heteromastus filiformis,54.32,11.55,25.0,25.0,16.0,S0
site_54.32_11.55,2004,Lagis koreni,54.32,11.55,25.0,25.0,192.0,S0
site_54.32_11.55,2004,Lepidonotus squamatus,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2004,Musculus marmoratus,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2004,Mya arenaria,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2004,Mysella bidentata,54.32,11.55,25.0,25.0,145.0,S0
site_54.32_11.55,2004,Mytilus edulis,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2004,Nemertina,54.32,11.55,25.0,25.0,9.0,S0
site_54.32_11.55,2004,Nephtys ciliata,54.32,11.55,25.0,25.0,6.0,S0
site_54.32_11.55,2004,Nephtys hombergii,54.32,11.55,25.0,25.0,38.0,S0
site_54.32_11.55,2004,Nereimyra punctata,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2004,Oligochaeta,54.32,11.55,25.0,25.0,3.0,S0
site_54.32_11.55,2004,Ophiura albida,54.32,11.55,25.0,25.0,50.0,S0
site_54.32_11.55,2004,Paraonis fulgens,54.32,11.55,25.0,25.0,6.0,S0
site_54.32_11.55,2004,Parvicardium ovale,54.32,11.55,25.0,25.0,3.0,S0
site_54.32_11.55,2004,Phaxas pellucidus,54.32,11.55,25.0,25.0,3.0,S0
site_54.32_11.55,2004,Pherusa plumosa,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2004,Philine aperta,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2004,Pholoe assimilis,54.32,11.55,25.0,25.0,9.0,S0
site_54.32_11.55,2004,Pholoe baltica,54.32,11.55,25.0,25.0,6.0,S0
site_54.32_11.55,2004,Phyllodoce (Anaitides) maculata,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2004,Phyllodoce (Anaitides) mucosa,54.32,11.55,25.0,25.0,6.0,S0
site_54.32_11.55,2004,Polydora (Polydora) quadrilobata,54.32,11.55,25.0,25.0,6.0,S0
site_54.32_11.55,2004,Pseudopolydora antennata,54.32,11.55,25.0,25.0,1.0,S0
site_54.32_11.55,2004,Scalibregma inflatum,54.32,11.55,25.0,25.0,50.0,S0
site_54.32_11.55,2004,Scoloplos armiger,54.32,11.55,25.0,25.0,35.0,S0
site_54.32_11.55,2004,Trochochaeta multisetosa,54.32,11.55,25.0,25.0,13.0,S0
site_54.73_12.79,1984,Ampharete baltica,54.73,12.79,22.0,22.0,26.0,S2
site_54.73_12.79,1984,Astarte borealis,54.73,12.79,22.0,22.0,97.0,S2
site_54.73_12.79,1984,Corophium insidiosum,54.73,12.79,22.0,22.0,18.0,S2
site_54.73_12.79,1984,Diastylis rathkei,54.73,12.79,22.0,22.0,44.0,S2
site_54.73_12.79,1984,Gammarus oceanicus,54.73,12.79,22.0,22.0,9.0,S2
site_54.73_12.79,1984,Hydrobia ulvae,54.73,12.79,22.0,22.0,136.0,S2
site_54.73_12.79,1984,Lineus ruber,54.73,12.79,22.0,22.0,5.0,S2
site_54.73_12.79,1984,Macoma balthica,54.73,12.79,22.0,22.0,229.0,S2
site_54.73_12.79,1984,Mya arenaria,54.73,12.79,22.0,22.0,9.0,S2
site_54.73_12.79,1984,Mytilus edulis,54.73,12.79,22.0,22.0,893.0,S2
site_54.73_12.79,1984,Nemertina,54.73,12.79,22.0,22.0,5.0,S2
site_54.73_12.79,1984,Phoxocephalus holbolli,54.73,12.79,22.0,22.0,106.0,S2
site_54.73_12.79,1984,Polydora (Polydora) quadrilobata,54.73,12.79,22.0,22.0,9.0,S2
site_54.73_12.79,1984,Scoloplos armiger,54.73,12.79,22.0,22.0,66.0,S2
site_54.73_12.79,1985,Ampharete baltica,54.73,12.79,22.0,22.0,13.0,S2
site_54.73_12.79,1985,Astarte borealis,54.73,12.79,22.0,22.0,119.0,S2
site_54.73_12.79,1985,Corophium insidiosum,54.73,12.79,22.0,22.0,9.0,S2
site_54.73_12.79,1985,Diastylis rathkei,54.73,12.79,22.0,22.0,28.5,S2
site_54.73_12.79,1985,Gammarus oceanicus,54.73,12.79,22.0,22.0,4.5,S2
site_54.73_12.79,1985,Hydrobia ulvae,54.73,12.79,22.0,22.0,68.0,S2
site_54.73_12.79,1985,Lineus ruber,54.73,12.79,22.0,22.0,5.0,S2
site_54.73_12.79,1985,Macoma balthica,54.73,12.79,22.0,22.0,180.5,S2
site_54.73_12.79,1985,Mya arenaria,54.73,12.79,22.0,22.0,15.5,S2
site_54.73_12.79,1985,Mytilus edulis,54.73,12.79,22.0,22.0,470.5,S2
site_54.73_12.79,1985,Nemertina,54.73,12.79,22.0,22.0,2.5,S2
site_54.73_12.79,1985,Phoxocephalus holbolli,54.73,12.79,22.0,22.0,53.0,S2
site_54.73_12.79,1985,Polydora (Polydora) quadrilobata,54.73,12.79,22.0,22.0,4.5,S2
site_54.73_12.79,1985,Scoloplos armiger,54.73,12.79,22.0,22.0,53.0,S2
site_54.73_12.79,1985,Bylgides sarsi,54.73,12.79,22.0,22.0,11.0,S2
site_54.73_12.79,1985,Halicryptus spinulosus,54.73,12.79,22.0,22.0,4.5,S2
site_54.73_12.79,1985,Pygospio elegans,54.73,12.79,22.0,22.0,99.0,S2
site_54.73_12.79,1985,Spio filicornis,54.73,12.79,22.0,22.0,81.5,S2
site_54.73_12.79,1986,Astarte borealis,54.73,12.79,22.0,22.0,141.0,S2
site_54.73_12.79,1986,Bylgides sarsi,54.73,12.79,22.0,22.0,22.0,S2
site_54.73_12.79,1986,Diastylis rathkei,54.73,12.79,22.0,22.0,13.0,S2
site_54.73_12.79,1986,Halicryptus spinulosus,54.73,12.79,22.0,22.0,9.0,S2
site_54.73_12.79,1986,Lineus ruber,54.73,12.79,22.0,22.0,5.0,S2
site_54.73_12.79,1986,Macoma balthica,54.73,12.79,22.0,22.0,132.0,S2
site_54.73_12.79,1986,Mya arenaria,54.73,12.79,22.0,22.0,22.0,S2
site_54.73_12.79,1986,Mytilus edulis,54.73,12.79,22.0,22.0,48.0,S2
site_54.73_12.79,1986,Pygospio elegans,54.73,12.79,22.0,22.0,198.0,S2
site_54.73_12.79,1986,Scoloplos armiger,54.73,12.79,22.0,22.0,40.0,S2
site_54.73_12.79,1986,Spio filicornis,54.73,12.79,22.0,22.0,163.0,S2
site_54.73_12.79,1987,Amauropsis islandica,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1987,Astarte borealis,54.73,12.79,22.0,22.0,6.0,S2
site_54.73_12.79,1987,Diastylis rathkei,54.73,12.79,22.0,22.0,15.0,S2
site_54.73_12.79,1987,Macoma balthica,54.73,12.79,22.0,22.0,9.0,S2
site_54.73_12.79,1987,Mya arenaria,54.73,12.79,22.0,22.0,12.0,S2
site_54.73_12.79,1987,Mysella bidentata,54.73,12.79,22.0,22.0,26.0,S2
site_54.73_12.79,1987,Mytilus edulis,54.73,12.79,22.0,22.0,85.0,S2
site_54.73_12.79,1987,Pygospio elegans,54.73,12.79,22.0,22.0,164.0,S2
site_54.73_12.79,1987,Scoloplos armiger,54.73,12.79,22.0,22.0,41.0,S2
site_54.73_12.79,1988,Astarte borealis,54.73,12.79,22.0,22.0,56.0,S2
site_54.73_12.79,1988,Diastylis rathkei,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1988,Hydrobia ulvae,54.73,12.79,22.0,22.0,9.0,S2
site_54.73_12.79,1988,Macoma balthica,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1988,Mytilus edulis,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1989,Aricidea suecica,54.73,12.79,22.0,22.0,6.0,S2
site_54.73_12.79,1989,Astarte borealis,54.73,12.79,22.0,22.0,15.0,S2
site_54.73_12.79,1989,Cerastoderma glaucum,54.73,12.79,22.0,22.0,457.0,S2
site_54.73_12.79,1989,Crangon crangon,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1989,Gammarus oceanicus,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1989,Hydrobia ulvae,54.73,12.79,22.0,22.0,2083.0,S2
site_54.73_12.79,1989,Macoma balthica,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1989,Mya arenaria,54.73,12.79,22.0,22.0,715.0,S2
site_54.73_12.79,1989,Mytilus edulis,54.73,12.79,22.0,22.0,234.0,S2
site_54.73_12.79,1989,Oligochaeta,54.73,12.79,22.0,22.0,20.0,S2
site_54.73_12.79,1989,Pygospio elegans,54.73,12.79,22.0,22.0,91.0,S2
site_54.73_12.79,1989,Scoloplos armiger,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1990,Ampharete baltica,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1990,Astarte borealis,54.73,12.79,22.0,22.0,85.0,S2
site_54.73_12.79,1990,Cerastoderma glaucum,54.73,12.79,22.0,22.0,730.0,S2
site_54.73_12.79,1990,Crangon crangon,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1990,Diastylis rathkei,54.73,12.79,22.0,22.0,6.0,S2
site_54.73_12.79,1990,Gammarus oceanicus,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1990,Heteromastus filiformis,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1990,Hydrobia ulvae,54.73,12.79,22.0,22.0,3132.0,S2
site_54.73_12.79,1990,Macoma balthica,54.73,12.79,22.0,22.0,9.0,S2
site_54.73_12.79,1990,Mya arenaria,54.73,12.79,22.0,22.0,1043.0,S2
site_54.73_12.79,1990,Mytilus edulis,54.73,12.79,22.0,22.0,229.0,S2
site_54.73_12.79,1990,Oligochaeta,54.73,12.79,22.0,22.0,12.0,S2
site_54.73_12.79,1990,Scoloplos armiger,54.73,12.79,22.0,22.0,6.0,S2
site_54.73_12.79,1991,Acanthodoris pilosa,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1991,Ampharete baltica,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,1991,Astarte borealis,54.73,12.79,22.0,22.0,214.0,S2
site_54.73_12.79,1991,Asterias rubens,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,1991,Balanus improvisus,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1991,Bylgides sarsi,54.73,12.79,22.0,22.0,51.0,S2
site_54.73_12.79,1991,Cerastoderma glaucum,54.73,12.79,22.0,22.0,167.0,S2
site_54.73_12.79,1991,Crangon crangon,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1991,Diastylis rathkei,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1991,Gammarus oceanicus,54.73,12.79,22.0,22.0,17.0,S2
site_54.73_12.79,1991,Gammarus salinus,54.73,12.79,22.0,22.0,48.0,S2
site_54.73_12.79,1991,Halicryptus spinulosus,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1991,Harmothoe imbricata,54.73,12.79,22.0,22.0,48.0,S2
site_54.73_12.79,1991,Hediste diversicolor,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,1991,Hydrobia ulvae,54.73,12.79,22.0,22.0,4048.0,S2
site_54.73_12.79,1991,Jaera albifrons,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,1991,Macoma balthica,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1991,Mya arenaria,54.73,12.79,22.0,22.0,425.0,S2
site_54.73_12.79,1991,Mytilus edulis,54.73,12.79,22.0,22.0,5248.0,S2
site_54.73_12.79,1991,Oligochaeta,54.73,12.79,22.0,22.0,20.0,S2
site_54.73_12.79,1991,Pygospio elegans,54.73,12.79,22.0,22.0,31.0,S2
site_54.73_12.79,1991,Scoloplos armiger,54.73,12.79,22.0,22.0,24.0,S2
site_54.73_12.79,1992,Astarte borealis,54.73,12.79,22.0,22.0,18.0,S2
site_54.73_12.79,1992,Cerastoderma glaucum,54.73,12.79,22.0,22.0,48.0,S2
site_54.73_12.79,1992,Crangon crangon,54.73,12.79,22.0,22.0,5.0,S2
site_54.73_12.79,1992,Eteone longa,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1992,Halicryptus spinulosus,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1992,Hediste diversicolor,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1992,Hydrobia ulvae,54.73,12.79,22.0,22.0,10059.0,S2
site_54.73_12.79,1992,Macoma balthica,54.73,12.79,22.0,22.0,33.0,S2
site_54.73_12.79,1992,Mya arenaria,54.73,12.79,22.0,22.0,1599.0,S2
site_54.73_12.79,1992,Mytilus edulis,54.73,12.79,22.0,22.0,332.0,S2
site_54.73_12.79,1992,Oligochaeta,54.73,12.79,22.0,22.0,48.0,S2
site_54.73_12.79,1992,Pygospio elegans,54.73,12.79,22.0,22.0,449.0,S2
site_54.73_12.79,1992,Scoloplos armiger,54.73,12.79,22.0,22.0,120.0,S2
site_54.73_12.79,1993,Ampharete baltica,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,1993,Aricidea cerrutii,54.73,12.79,22.0,22.0,2.0,S2
site_54.73_12.79,1993,Astarte borealis,54.73,12.79,22.0,22.0,376.0,S2
site_54.73_12.79,1993,Bylgides sarsi,54.73,12.79,22.0,22.0,2.0,S2
site_54.73_12.79,1993,Cerastoderma glaucum,54.73,12.79,22.0,22.0,18.0,S2
site_54.73_12.79,1993,Corophium crassicorne,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,1993,Eteone longa,54.73,12.79,22.0,22.0,14.0,S2
site_54.73_12.79,1993,Gammarus salinus,54.73,12.79,22.0,22.0,2.0,S2
site_54.73_12.79,1993,Gammarus zaddachi,54.73,12.79,22.0,22.0,2.0,S2
site_54.73_12.79,1993,Halicryptus spinulosus,54.73,12.79,22.0,22.0,6.0,S2
site_54.73_12.79,1993,Hediste diversicolor,54.73,12.79,22.0,22.0,37.0,S2
site_54.73_12.79,1993,Hydrobia ulvae,54.73,12.79,22.0,22.0,4992.0,S2
site_54.73_12.79,1993,Macoma balthica,54.73,12.79,22.0,22.0,104.0,S2
site_54.73_12.79,1993,Marenzelleria neglecta,54.73,12.79,22.0,22.0,4.0,S2
site_54.73_12.79,1993,Mya arenaria,54.73,12.79,22.0,22.0,1218.0,S2
site_54.73_12.79,1993,Mytilus edulis,54.73,12.79,22.0,22.0,224.0,S2
site_54.73_12.79,1993,Oligochaeta,54.73,12.79,22.0,22.0,182.0,S2
site_54.73_12.79,1993,Pygospio elegans,54.73,12.79,22.0,22.0,1392.0,S2
site_54.73_12.79,1993,Scoloplos armiger,54.73,12.79,22.0,22.0,618.0,S2
site_54.73_12.79,1993,Streptosyllis websteri,54.73,12.79,22.0,22.0,2.0,S2
site_54.73_12.79,1994,Ampharete baltica,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,1994,Aricidea suecica,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1994,Astarte borealis,54.73,12.79,22.0,22.0,405.0,S2
site_54.73_12.79,1994,Bathyporeia pilosa,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1994,Bylgides sarsi,54.73,12.79,22.0,22.0,14.0,S2
site_54.73_12.79,1994,Capitella capitata,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1994,Cerastoderma glaucum,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1994,Corophium crassicorne,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,1994,Crangon crangon,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1994,Diastylis rathkei,54.73,12.79,22.0,22.0,139.0,S2
site_54.73_12.79,1994,Eteone longa,54.73,12.79,22.0,22.0,37.0,S2
site_54.73_12.79,1994,Gammarus salinus,54.73,12.79,22.0,22.0,37.0,S2
site_54.73_12.79,1994,Gastrosaccus spinifer,54.73,12.79,22.0,22.0,95.0,S2
site_54.73_12.79,1994,Hediste diversicolor,54.73,12.79,22.0,22.0,27.0,S2
site_54.73_12.79,1994,Heteromastus filiformis,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1994,Hydrobia ulvae,54.73,12.79,22.0,22.0,1466.0,S2
site_54.73_12.79,1994,Macoma balthica,54.73,12.79,22.0,22.0,146.0,S2
site_54.73_12.79,1994,Marenzelleria neglecta,54.73,12.79,22.0,22.0,34.0,S2
site_54.73_12.79,1994,Mya arenaria,54.73,12.79,22.0,22.0,320.0,S2
site_54.73_12.79,1994,Mytilus edulis,54.73,12.79,22.0,22.0,595.0,S2
site_54.73_12.79,1994,Nemertina,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1994,Neomysis integer,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1994,Oligochaeta,54.73,12.79,22.0,22.0,177.0,S2
site_54.73_12.79,1994,Phyllodoce (Anaitides) maculata,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1994,Polydora ciliata,54.73,12.79,22.0,22.0,14.0,S2
site_54.73_12.79,1994,Pygospio elegans,54.73,12.79,22.0,22.0,3663.0,S2
site_54.73_12.79,1994,Saduria entomon,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1994,Scoloplos armiger,54.73,12.79,22.0,22.0,718.0,S2
site_54.73_12.79,1995,Ampharete baltica,54.73,12.79,22.0,22.0,2.0,S2
site_54.73_12.79,1995,Aricidea suecica,54.73,12.79,22.0,22.0,9.0,S2
site_54.73_12.79,1995,Astarte borealis,54.73,12.79,22.0,22.0,235.0,S2
site_54.73_12.79,1995,Bathyporeia pilosa,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1995,Bylgides sarsi,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1995,Capitella capitata,54.73,12.79,22.0,22.0,2.0,S2
site_54.73_12.79,1995,Cerastoderma glaucum,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,1995,Corophium volutator,54.73,12.79,22.0,22.0,41.0,S2
site_54.73_12.79,1995,Crangon crangon,54.73,12.79,22.0,22.0,12.0,S2
site_54.73_12.79,1995,Diastylis rathkei,54.73,12.79,22.0,22.0,473.0,S2
site_54.73_12.79,1995,Eteone longa,54.73,12.79,22.0,22.0,27.0,S2
site_54.73_12.79,1995,Gammarus salinus,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,1995,Halicryptus spinulosus,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,1995,Hediste diversicolor,54.73,12.79,22.0,22.0,5.0,S2
site_54.73_12.79,1995,Heteromastus filiformis,54.73,12.79,22.0,22.0,2.0,S2
site_54.73_12.79,1995,Hydrobia ulvae,54.73,12.79,22.0,22.0,3289.0,S2
site_54.73_12.79,1995,Macoma balthica,54.73,12.79,22.0,22.0,241.0,S2
site_54.73_12.79,1995,Marenzelleria neglecta,54.73,12.79,22.0,22.0,14.0,S2
