site,year,species,latitude,longitude,min_depth,max_depth,abundance
site_54.63_14.28,1997,Pontoporeia femorata,54.63,14.28,31.0,31.0,10
site_54.63_14.28,1997,Pygospio elegans,54.63,14.28,31.0,31.0,2759
site_54.63_14.28,1998,Alcyonidium polyoum,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1998,Ampharete baltica,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1998,Bylgides sarsi,54.63,14.28,31.0,31.0,3
site_54.63_14.28,1998,Crangon crangon,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1998,Diastylis rathkei,54.63,14.28,31.0,31.0,112
site_54.63_14.28,1998,Electra crustulenta,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1998,Fabricia stellaris,54.63,14.28,31.0,31.0,17
site_54.63_14.28,1998,Gammarus oceanicus,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1998,Gammarus salinus,54.63,14.28,31.0,31.0,3
site_54.63_14.28,1998,Gammarus zaddachi,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1998,Halicryptus spinulosus,54.63,14.28,31.0,31.0,61
site_54.63_14.28,1998,Halitholus yoldiaarcticae,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1998,Hyperia galba,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1998,Jaera albifrons,54.63,14.28,31.0,31.0,7
site_54.63_14.28,1998,Laomedea flexuosa,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1998,Macoma balthica,54.63,14.28,31.0,31.0,1456
site_54.63_14.28,1998,Mya arenaria,54.63,14.28,31.0,31.0,10
site_54.63_14.28,1998,Mysis mixta,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1998,Mytilus edulis,54.63,14.28,31.0,31.0,1486
site_54.63_14.28,1998,Nais elinguis,54.63,14.28,31.0,31.0,3
site_54.63_14.28,1998,Neomysis integer,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1998,Paranais litoralis,54.63,14.28,31.0,31.0,7
site_54.63_14.28,1998,Pygospio elegans,54.63,14.28,31.0,31.0,3949
site_54.63_14.28,1998,Saduria entomon,54.63,14.28,31.0,31.0,3
site_54.63_14.28,1998,Tubifex costatus,54.63,14.28,31.0,31.0,109
site_54.63_14.28,1999,Alcyonidium polyoum,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1999,Bathyporeia pilosa,54.63,14.28,31.0,31.0,3
site_54.63_14.28,1999,Bylgides sarsi,54.63,14.28,31.0,31.0,146
site_54.63_14.28,1999,Crangon crangon,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1999,Diastylis rathkei,54.63,14.28,31.0,31.0,425
site_54.63_14.28,1999,Electra crustulenta,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1999,Gammarus oceanicus,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1999,Gammarus salinus,54.63,14.28,31.0,31.0,3
site_54.63_14.28,1999,Gammarus zaddachi,54.63,14.28,31.0,31.0,3
site_54.63_14.28,1999,Halicryptus spinulosus,54.63,14.28,31.0,31.0,170
site_54.63_14.28,1999,Jaera albifrons,54.63,14.28,31.0,31.0,7
site_54.63_14.28,1999,Macoma balthica,54.63,14.28,31.0,31.0,1827
site_54.63_14.28,1999,Mya arenaria,54.63,14.28,31.0,31.0,54
site_54.63_14.28,1999,Mysis mixta,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1999,Mytilus edulis,54.63,14.28,31.0,31.0,1779
site_54.63_14.28,1999,Neomysis integer,54.63,14.28,31.0,31.0,1
site_54.63_14.28,1999,Pontoporeia femorata,54.63,14.28,31.0,31.0,3
site_54.63_14.28,1999,Pygospio elegans,54.63,14.28,31.0,31.0,5636
site_54.63_14.28,1999,Saduria entomon,54.63,14.28,31.0,31.0,3
site_54.63_14.28,1999,Tubifex costatus,54.63,14.28,31.0,31.0,17
site_54.63_14.28,1999,Verticillina verticillata,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2000,Alcyonidium polyoum,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2000,Bylgides sarsi,54.63,14.28,31.0,31.0,24
site_54.63_14.28,2000,Crangon crangon,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2000,Diastylis rathkei,54.63,14.28,31.0,31.0,58
site_54.63_14.28,2000,Electra crustulenta,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2000,Gammarus oceanicus,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2000,Gammarus salinus,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2000,Gammarus zaddachi,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2000,Halicryptus spinulosus,54.63,14.28,31.0,31.0,65
site_54.63_14.28,2000,Hartlaubella gelatinosa,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2000,Jaera albifrons,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2000,Macoma balthica,54.63,14.28,31.0,31.0,1187
site_54.63_14.28,2000,Mya arenaria,54.63,14.28,31.0,31.0,20
site_54.63_14.28,2000,Mysis mixta,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2000,Mytilus edulis,54.63,14.28,31.0,31.0,303
site_54.63_14.28,2000,Nais elinguis,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2000,Neomysis integer,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2000,Pygospio elegans,54.63,14.28,31.0,31.0,2374
site_54.63_14.28,2000,Saduria entomon,54.63,14.28,31.0,31.0,7
site_54.63_14.28,2000,Tubifex costatus,54.63,14.28,31.0,31.0,99
site_54.63_14.28,2001,Alcyonidium polyoum,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2001,Bylgides sarsi,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2001,Crangon crangon,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2001,Diastylis rathkei,54.63,14.28,31.0,31.0,10
site_54.63_14.28,2001,Electra crustulenta,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2001,Eucratea loricata,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2001,Gammarus oceanicus,54.63,14.28,31.0,31.0,3
site_54.63_14.28,2001,Gammarus salinus,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2001,Gammarus zaddachi,54.63,14.28,31.0,31.0,3
site_54.63_14.28,2001,Halicryptus spinulosus,54.63,14.28,31.0,31.0,78
site_54.63_14.28,2001,Hartlaubella gelatinosa,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2001,Jaera albifrons,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2001,Macoma balthica,54.63,14.28,31.0,31.0,966
site_54.63_14.28,2001,Monoporeia affinis,54.63,14.28,31.0,31.0,3
site_54.63_14.28,2001,Mya arenaria,54.63,14.28,31.0,31.0,24
site_54.63_14.28,2001,Mysis mixta,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2001,Mytilus edulis,54.63,14.28,31.0,31.0,296
site_54.63_14.28,2001,Nemertina,54.63,14.28,31.0,31.0,3
site_54.63_14.28,2001,Neomysis integer,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2001,Opercularella lacerata,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2001,Pygospio elegans,54.63,14.28,31.0,31.0,483
site_54.63_14.28,2001,Saduria entomon,54.63,14.28,31.0,31.0,14
site_54.63_14.28,2001,Tubifex costatus,54.63,14.28,31.0,31.0,7
site_54.63_14.28,2002,Alcyonidium polyoum,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2002,Bylgides sarsi,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2002,Crangon crangon,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2002,Diastylis rathkei,54.63,14.28,31.0,31.0,51
site_54.63_14.28,2002,Electra crustulenta,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2002,Gammarus oceanicus,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2002,Gammarus salinus,54.63,14.28,31.0,31.0,3
site_54.63_14.28,2002,Gammarus zaddachi,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2002,Halicryptus spinulosus,54.63,14.28,31.0,31.0,48
site_54.63_14.28,2002,Hartlaubella gelatinosa,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2002,Jaera albifrons,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2002,Macoma balthica,54.63,14.28,31.0,31.0,473
site_54.63_14.28,2002,Monoporeia affinis,54.63,14.28,31.0,31.0,10
site_54.63_14.28,2002,Mya arenaria,54.63,14.28,31.0,31.0,14
site_54.63_14.28,2002,Mytilus edulis,54.63,14.28,31.0,31.0,184
site_54.63_14.28,2002,Nais elinguis,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2002,Neomysis integer,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2002,Pygospio elegans,54.63,14.28,31.0,31.0,633
site_54.63_14.28,2002,Saduria entomon,54.63,14.28,31.0,31.0,24
site_54.63_14.28,2002,Tubificoides benedeni,54.63,14.28,31.0,31.0,3
site_54.63_14.28,2003,Alcyonidium polyoum,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2003,Bylgides sarsi,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2003,Crangon crangon,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2003,Diastylis rathkei,54.63,14.28,31.0,31.0,58
site_54.63_14.28,2003,Electra crustulenta,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2003,Gammarus oceanicus,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2003,Gammarus salinus,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2003,Gammarus zaddachi,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2003,Halicryptus spinulosus,54.63,14.28,31.0,31.0,34
site_54.63_14.28,2003,Hartlaubella gelatinosa,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2003,Hydrobia ulvae,54.63,14.28,31.0,31.0,177
site_54.63_14.28,2003,Jaera albifrons,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2003,Macoma balthica,54.63,14.28,31.0,31.0,1017
site_54.63_14.28,2003,Mya arenaria,54.63,14.28,31.0,31.0,48
site_54.63_14.28,2003,Mysis mixta,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2003,Mytilus edulis,54.63,14.28,31.0,31.0,37
site_54.63_14.28,2003,Neomysis integer,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2003,Palaemon elegans,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2003,Pygospio elegans,54.63,14.28,31.0,31.0,3058
site_54.63_14.28,2003,Saduria entomon,54.63,14.28,31.0,31.0,7
site_54.63_14.28,2003,Tubifex costatus,54.63,14.28,31.0,31.0,51
site_54.63_14.28,2003,Tubificoides benedeni,54.63,14.28,31.0,31.0,3
site_54.63_14.28,2004,Alcyonidium polyoum,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2004,Bylgides sarsi,54.63,14.28,31.0,31.0,10
site_54.63_14.28,2004,Crangon crangon,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2004,Diastylis rathkei,54.63,14.28,31.0,31.0,82
site_54.63_14.28,2004,Electra crustulenta,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2004,Gammarus oceanicus,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2004,Gammarus salinus,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2004,Gammarus zaddachi,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2004,Halicryptus spinulosus,54.63,14.28,31.0,31.0,85
site_54.63_14.28,2004,Hartlaubella gelatinosa,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2004,Hydrobia ulvae,54.63,14.28,31.0,31.0,391
site_54.63_14.28,2004,Hyperia galba,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2004,Idotea balthica,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2004,Idotea chelipes,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2004,Jaera albifrons,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2004,Macoma balthica,54.63,14.28,31.0,31.0,724
site_54.63_14.28,2004,Mya arenaria,54.63,14.28,31.0,31.0,116
site_54.63_14.28,2004,Mysis mixta,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2004,Mytilus edulis,54.63,14.28,31.0,31.0,109
site_54.63_14.28,2004,Neomysis integer,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2004,Pontoporeia femorata,54.63,14.28,31.0,31.0,3
site_54.63_14.28,2004,Praunus flexuosus,54.63,14.28,31.0,31.0,1
site_54.63_14.28,2004,Priapulus caudatus,54.63,14.28,31.0,31.0,3
site_54.63_14.28,2004,Pygospio elegans,54.63,14.28,31.0,31.0,1881
site_54.63_14.28,2004,Saduria entomon,54.63,14.28,31.0,31.0,14
site_54.63_14.28,2004,Tubifex costatus,54.63,14.28,31.0,31.0,7
site_54.63_14.28,2004,Tubificoides benedeni,54.63,14.28,31.0,31.0,3
site_55.0_14.08,1994,Bylgides sarsi,55.0,14.08,48.0,48.0,13
site_55.0_14.08,1994,Diastylis rathkei,55.0,14.08,48.0,48.0,3
site_55.0_14.08,1994,Halicryptus spinulosus,55.0,14.08,48.0,48.0,6
site_55.0_14.08,1994,Heteromastus filiformis,55.0,14.08,48.0,48.0,16
site_55.0_14.08,1994,Polydora ciliata,55.0,14.08,48.0,48.0,6
site_55.0_14.08,1995,Arctica islandica,55.0,14.08,48.0,48.0,3
site_55.0_14.08,1995,Capitella capitata,55.0,14.08,48.0,48.0,6
site_55.0_14.08,1995,Diastylis rathkei,55.0,14.08,48.0,48.0,13
site_55.0_14.08,1995,Macoma balthica,55.0,14.08,48.0,48.0,3
site_55.0_14.08,1995,Mysis mixta,55.0,14.08,48.0,48.0,9
site_55.0_14.08,1995,Oligochaeta,55.0,14.08,48.0,48.0,3
site_55.0_14.08,1997,Bylgides sarsi,55.0,14.08,48.0,48.0,13
site_55.0_14.08,1997,Diastylis rathkei,55.0,14.08,48.0,48.0,155
site_55.0_14.08,1997,Halicryptus spinulosus,55.0,14.08,48.0,48.0,4
site_55.0_14.08,1997,Heteromastus filiformis,55.0,14.08,48.0,48.0,4
site_55.0_14.08,1997,Macoma balthica,55.0,14.08,48.0,48.0,11
site_55.0_14.08,1997,Mytilus edulis,55.0,14.08,48.0,48.0,2
site_55.0_14.08,1997,Phyllodoce (Anaitides) mucosa,55.0,14.08,48.0,48.0,2
site_55.0_14.08,1997,Polydora (Polydora) quadrilobata,55.0,14.08,48.0,48.0,4
site_55.0_14.08,1997,Pontoporeia femorata,55.0,14.08,48.0,48.0,42
site_55.0_14.08,1997,Priapulus caudatus,55.0,14.08,48.0,48.0,17
site_55.0_14.08,1997,Scoloplos armiger,55.0,14.08,48.0,48.0,109
site_55.0_14.08,1997,Trochochaeta multisetosa,55.0,14.08,48.0,48.0,11
site_55.0_14.08,1997,Turbellaria,55.0,14.08,48.0,48.0,2
site_55.0_14.08,1998,Ampharete acutifrons,55.0,14.08,48.0,48.0,126
site_55.0_14.08,1998,Arctica islandica,55.0,14.08,48.0,48.0,6
site_55.0_14.08,1998,Astarte elliptica,55.0,14.08,48.0,48.0,1
site_55.0_14.08,1998,Bylgides sarsi,55.0,14.08,48.0,48.0,28
site_55.0_14.08,1998,Corbula gibba,55.0,14.08,48.0,48.0,3
site_55.0_14.08,1998,Diastylis rathkei,55.0,14.08,48.0,48.0,85
site_55.0_14.08,1998,Halicryptus spinulosus,55.0,14.08,48.0,48.0,13
site_55.0_14.08,1998,Heteromastus filiformis,55.0,14.08,48.0,48.0,3
site_55.0_14.08,1998,Hydrobia ulvae,55.0,14.08,48.0,48.0,3
site_55.0_14.08,1998,Macoma balthica,55.0,14.08,48.0,48.0,19
site_55.0_14.08,1998,Mysis mixta,55.0,14.08,48.0,48.0,1
site_55.0_14.08,1998,Mytilus edulis,55.0,14.08,48.0,48.0,1
site_55.0_14.08,1998,Nephtys ciliata,55.0,14.08,48.0,48.0,1
site_55.0_14.08,1998,Nephtys hombergii,55.0,14.08,48.0,48.0,1
site_55.0_14.08,1998,Polydora (Polydora) quadrilobata,55.0,14.08,48.0,48.0,31
site_55.0_14.08,1998,Pontoporeia femorata,55.0,14.08,48.0,48.0,82
site_55.0_14.08,1998,Scoloplos armiger,55.0,14.08,48.0,48.0,157
site_55.0_14.08,1998,Trochochaeta multisetosa,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2000,Ampharete acutifrons,55.0,14.08,48.0,48.0,6
site_55.0_14.08,2000,Arctica islandica,55.0,14.08,48.0,48.0,3
site_55.0_14.08,2000,Bylgides sarsi,55.0,14.08,48.0,48.0,16
site_55.0_14.08,2000,Diastylis rathkei,55.0,14.08,48.0,48.0,13
site_55.0_14.08,2000,Halicryptus spinulosus,55.0,14.08,48.0,48.0,6
site_55.0_14.08,2000,Heteromastus filiformis,55.0,14.08,48.0,48.0,9
site_55.0_14.08,2000,Macoma balthica,55.0,14.08,48.0,48.0,3
site_55.0_14.08,2000,Polydora (Polydora) quadrilobata,55.0,14.08,48.0,48.0,9
site_55.0_14.08,2000,Scoloplos armiger,55.0,14.08,48.0,48.0,3
site_55.0_14.08,2001,Alcyonidium polyoum,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2001,Ampharete acutifrons,55.0,14.08,48.0,48.0,7
site_55.0_14.08,2001,Arctica islandica,55.0,14.08,48.0,48.0,7
site_55.0_14.08,2001,Astarte elliptica,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2001,Bylgides sarsi,55.0,14.08,48.0,48.0,9
site_55.0_14.08,2001,Diastylis rathkei,55.0,14.08,48.0,48.0,137
site_55.0_14.08,2001,Eucratea loricata,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2001,Halicryptus spinulosus,55.0,14.08,48.0,48.0,2
site_55.0_14.08,2001,Heteromastus filiformis,55.0,14.08,48.0,48.0,5
site_55.0_14.08,2001,Macoma balthica,55.0,14.08,48.0,48.0,28
site_55.0_14.08,2001,Mytilus edulis,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2001,Nephtys hombergii,55.0,14.08,48.0,48.0,2
site_55.0_14.08,2001,Polydora (Polydora) quadrilobata,55.0,14.08,48.0,48.0,5
site_55.0_14.08,2001,Pontoporeia femorata,55.0,14.08,48.0,48.0,5
site_55.0_14.08,2001,Scoloplos armiger,55.0,14.08,48.0,48.0,50
site_55.0_14.08,2001,Terebellides stroemii,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2001,Trochochaeta multisetosa,55.0,14.08,48.0,48.0,5
site_55.0_14.08,2002,Ampharete acutifrons,55.0,14.08,48.0,48.0,13
site_55.0_14.08,2002,Arctica islandica,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2002,Bylgides sarsi,55.0,14.08,48.0,48.0,19
site_55.0_14.08,2002,Diastylis rathkei,55.0,14.08,48.0,48.0,16
site_55.0_14.08,2002,Electra crustulenta,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2002,Halicryptus spinulosus,55.0,14.08,48.0,48.0,3
site_55.0_14.08,2002,Heteromastus filiformis,55.0,14.08,48.0,48.0,16
site_55.0_14.08,2002,Lagis koreni,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2002,Macoma balthica,55.0,14.08,48.0,48.0,28
site_55.0_14.08,2002,Mytilus edulis,55.0,14.08,48.0,48.0,6
site_55.0_14.08,2002,Neomysis integer,55.0,14.08,48.0,48.0,6
site_55.0_14.08,2002,Nephtys hombergii,55.0,14.08,48.0,48.0,6
site_55.0_14.08,2002,Polydora (Polydora) quadrilobata,55.0,14.08,48.0,48.0,82
site_55.0_14.08,2002,Pontoporeia femorata,55.0,14.08,48.0,48.0,9
site_55.0_14.08,2002,Priapulus caudatus,55.0,14.08,48.0,48.0,9
site_55.0_14.08,2002,Scoloplos armiger,55.0,14.08,48.0,48.0,381
site_55.0_14.08,2003,Ampharete acutifrons,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2003,Arctica islandica,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2003,Astarte borealis,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2003,Bylgides sarsi,55.0,14.08,48.0,48.0,44
site_55.0_14.08,2003,Capitella capitata,55.0,14.08,48.0,48.0,3
site_55.0_14.08,2003,Diastylis rathkei,55.0,14.08,48.0,48.0,135
site_55.0_14.08,2003,Electra crustulenta,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2003,Eteone longa,55.0,14.08,48.0,48.0,3
site_55.0_14.08,2003,Eucratea loricata,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2003,Eulalia bilineata,55.0,14.08,48.0,48.0,3
site_55.0_14.08,2003,Halicryptus spinulosus,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2003,Heteromastus filiformis,55.0,14.08,48.0,48.0,3
site_55.0_14.08,2003,Macoma balthica,55.0,14.08,48.0,48.0,57
site_55.0_14.08,2003,Musculus discors,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2003,Mytilus edulis,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2003,Nephtys hombergii,55.0,14.08,48.0,48.0,3
site_55.0_14.08,2003,Phyllodoce (Anaitides) mucosa,55.0,14.08,48.0,48.0,6
site_55.0_14.08,2003,Polydora (Polydora) quadrilobata,55.0,14.08,48.0,48.0,60
site_55.0_14.08,2003,Pontoporeia femorata,55.0,14.08,48.0,48.0,35
site_55.0_14.08,2003,Priapulus caudatus,55.0,14.08,48.0,48.0,6
site_55.0_14.08,2003,Scoloplos armiger,55.0,14.08,48.0,48.0,204
site_55.0_14.08,2003,Terebellides stroemii,55.0,14.08,48.0,48.0,3
site_55.0_14.08,2003,Trochochaeta multisetosa,55.0,14.08,48.0,48.0,25
site_55.0_14.08,2004,Abra alba,55.0,14.08,48.0,48.0,16
site_55.0_14.08,2004,Arctica islandica,55.0,14.08,48.0,48.0,16
site_55.0_14.08,2004,Astarte borealis,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2004,Bylgides sarsi,55.0,14.08,48.0,48.0,3
site_55.0_14.08,2004,Crangon crangon,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2004,Diastylis rathkei,55.0,14.08,48.0,48.0,192
site_55.0_14.08,2004,Halicryptus spinulosus,55.0,14.08,48.0,48.0,3
site_55.0_14.08,2004,Macoma balthica,55.0,14.08,48.0,48.0,38
site_55.0_14.08,2004,Mytilus edulis,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2004,Neomysis integer,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2004,Nephtys ciliata,55.0,14.08,48.0,48.0,25
site_55.0_14.08,2004,Nephtys hombergii,55.0,14.08,48.0,48.0,16
site_55.0_14.08,2004,Pontoporeia femorata,55.0,14.08,48.0,48.0,16
site_55.0_14.08,2004,Priapulus caudatus,55.0,14.08,48.0,48.0,1
site_55.0_14.08,2004,Terebellides stroemii,55.0,14.08,48.0,48.0,3
site_55.0_14.08,2004,Trochochaeta multisetosa,55.0,14.08,48.0,48.0,3
